Orthogroup	Acanthamoeba_castellani.NEFF	Babesia_bovis.T2Bo	Cryptosporidium_parvum	Eimeria_tenella	Entamoeba_histolytica.HM1IMSS	Giardia_intestinalis.AWB	Leishmania_donovani.BPK282A1	Leishmania_major.Friedlin	Maranthos_nigrum.EAF	Parvilucifera_sinerae.EAF	Perkinsus_marinus.high_quality	Plasmodium_falciparum	Sarcocystis_neurona.SN3	Theileria_annulata.Ankara	Toxoplasma_gondii	Trichomonas_vaginalis.G3	Trypanosoma_brucei.TREU927	Trypanosoma_cruzi.CLBElike
OG0062352																TVAG_000240		
OG0062353																TVAG_000270		
OG0062354																TVAG_000280		
OG0062355																TVAG_270450		
OG0062356																TVAG_270470		
OG0062357																TVAG_301840		
OG0062358																TVAG_446240		
OG0062359																TVAG_446280		
OG0062360																TVAG_014890		
OG0062361																TVAG_014900		
OG0062362																TVAG_014990		
OG0062363																TVAG_063890		
OG0062364																TVAG_265390		
OG0062365																TVAG_265420		
OG0062366																TVAG_265440		
OG0062367																TVAG_265560		
OG0062368																TVAG_309570		
OG0062369																TVAG_369350		
OG0062370																TVAG_369360		
OG0062371																TVAG_114720		
OG0062372																TVAG_114740		
OG0062373																TVAG_114750		
OG0062374																TVAG_114800		
OG0062375																TVAG_077820		
OG0062376																TVAG_077880		
OG0062377																TVAG_077900		
OG0062378																TVAG_077940		
OG0062379																TVAG_360840		
OG0062380																TVAG_360900		
OG0062381																TVAG_360930		
OG0062382																TVAG_304260		
OG0062383																TVAG_304280		
OG0062384																TVAG_304290		
OG0062385																TVAG_053700		
OG0062386																TVAG_053740		
OG0062387																TVAG_053770		
OG0062388																TVAG_053780		
OG0062389																TVAG_053800		
OG0062390																TVAG_425820		
OG0062391																TVAG_425880		
OG0062392																TVAG_425910		
OG0062393																TVAG_425930		
OG0062394																TVAG_375200		
OG0062395																TVAG_375280		
OG0062396																TVAG_375300		
OG0062397																TVAG_375320		
OG0062398																TVAG_375330		
OG0062399																TVAG_353960		
OG0062400																TVAG_354070		
OG0062401																TVAG_354140		
OG0062402																TVAG_037110		
OG0062403																TVAG_123100		
OG0062404																TVAG_123160		
OG0062405																TVAG_123250		
OG0062406																TVAG_256420		
OG0062407																TVAG_256460		
OG0062408																TVAG_144360		
OG0062409																TVAG_144390		
OG0062410																TVAG_144400		
OG0062411																TVAG_168680		
OG0062412																TVAG_168750		
OG0062413																TVAG_168760		
OG0062414																TVAG_168780		
OG0062415																TVAG_168790		
OG0062416																TVAG_168800		
OG0062417																TVAG_047220		
OG0062418																TVAG_459430		
OG0062419																TVAG_459470		
OG0062420																TVAG_459520		
OG0062421																TVAG_370810		
OG0062422																TVAG_370920		
OG0062423																TVAG_370930		
OG0062424																TVAG_005700		
OG0062425																TVAG_005770		
OG0062426																TVAG_126620		
OG0062427																TVAG_126720		
OG0062428																TVAG_054850		
OG0062429																TVAG_054860		
OG0062430																TVAG_054870		
OG0062431																TVAG_054880		
OG0062432																TVAG_222760		
OG0062433																TVAG_222790		
OG0062434																TVAG_222830		
OG0062435																TVAG_222860		
OG0062436																TVAG_243380		
OG0062437																TVAG_243390		
OG0062438																TVAG_368225		
OG0062439																TVAG_368240		
OG0062440																TVAG_368260		
OG0062441																TVAG_461850		
OG0062442																TVAG_425530		
OG0062443																TVAG_425540		
OG0062444																TVAG_425610		
OG0062445																TVAG_425620		
OG0062446																TVAG_425630		
OG0062447																TVAG_078070		
OG0062448																TVAG_078150		
OG0062449																TVAG_406850		
OG0062450																TVAG_032070		
OG0062451																TVAG_032120		
OG0062452																TVAG_270760		
OG0062453																TVAG_270790		
OG0062454																TVAG_270810		
OG0062455																TVAG_270840		
OG0062456																TVAG_270880		
OG0062457																TVAG_051850		
OG0062458																TVAG_051870		
OG0062459																TVAG_149750		
OG0062460																TVAG_149820		
OG0062461																TVAG_336350		
OG0062462																TVAG_171030		
OG0062463																TVAG_171050		
OG0062464																TVAG_443210		
OG0062465																TVAG_032480		
OG0062466																TVAG_032490		
OG0062467																TVAG_032600		
OG0062468																TVAG_078570		
OG0062469																TVAG_078610		
OG0062470																TVAG_268800		
OG0062471																TVAG_268850		
OG0062472																TVAG_033380		
OG0062473																TVAG_033430		
OG0062474																TVAG_428550		
OG0062475																TVAG_428620		
OG0062476																TVAG_428680		
OG0062477																TVAG_034610		
OG0062478																TVAG_034650		
OG0062479																TVAG_034670		
OG0062480																TVAG_034700		
OG0062481																TVAG_034720		
OG0062482																TVAG_243580		
OG0062483																TVAG_243590		
OG0062484																TVAG_243620		
OG0062485																TVAG_243630		
OG0062486																TVAG_243650		
OG0062487																TVAG_243670		
OG0062488																TVAG_243680		
OG0062489																TVAG_243690		
OG0062490																TVAG_243710		
OG0062491																TVAG_243720		
OG0062492																TVAG_243730		
OG0062493																TVAG_243790		
OG0062494																TVAG_243800		
OG0062495																TVAG_243830		
OG0062496																TVAG_048620		
OG0062497																TVAG_048650		
OG0062498																TVAG_048700		
OG0062499																TVAG_205570		
OG0062500																TVAG_433480		
OG0062501																TVAG_250830		
OG0062502																TVAG_382860		
OG0062503																TVAG_370380		
OG0062504																TVAG_370390		
OG0062505																TVAG_370540		
OG0062506																TVAG_049130		
OG0062507																TVAG_049160		
OG0062508																TVAG_049220		
OG0062509																TVAG_355600		
OG0062510																TVAG_103790		
OG0062511																TVAG_103810		
OG0062512																TVAG_372210		
OG0062513																TVAG_372220		
OG0062514																TVAG_372230		
OG0062515																TVAG_346140		
OG0062516																TVAG_346180		
OG0062517																TVAG_346250		
OG0062518																TVAG_346260		
OG0062519																TVAG_346290		
OG0062520																TVAG_480160		
OG0062521																TVAG_480170		
OG0062522																TVAG_480200		
OG0062523																TVAG_480220		
OG0062524																TVAG_356050		
OG0062525																TVAG_356080		
OG0062526																TVAG_321340		
OG0062527																TVAG_321360		
OG0062528																TVAG_335020		
OG0062529																TVAG_335120		
OG0062530																TVAG_293760		
OG0062531																TVAG_293780		
OG0062532																TVAG_293860		
OG0062533																TVAG_293900		
OG0062534																TVAG_381320		
OG0062535																TVAG_381340		
OG0062536																TVAG_287450		
OG0062537																TVAG_287460		
OG0062538																TVAG_287500		
OG0062539																TVAG_422790		
OG0062540																TVAG_422800		
OG0062541																TVAG_134890		
OG0062542																TVAG_134930		
OG0062543																TVAG_029580		
OG0062544																TVAG_029590		
OG0062545																TVAG_029610		
OG0062546																TVAG_300760		
OG0062547																TVAG_300770		
OG0062548																TVAG_300870		
OG0062549																TVAG_300920		
OG0062550																TVAG_429690		
OG0062551																TVAG_429720		
OG0062552																TVAG_429760		
OG0062553																TVAG_429790		
OG0062554																TVAG_429800		
OG0062555																TVAG_241800		
OG0062556																TVAG_458090		
OG0062557																TVAG_031480		
OG0062558																TVAG_327880		
OG0062559																TVAG_327970		
OG0062560																TVAG_241490		
OG0062561																TVAG_241580		
OG0062562																TVAG_194690		
OG0062563																TVAG_194700		
OG0062564																TVAG_194730		
OG0062565																TVAG_194750		
OG0062566																TVAG_194770		
OG0062567																TVAG_194780		
OG0062568																TVAG_194810		
OG0062569																TVAG_194840		
OG0062570																TVAG_194860		
OG0062571																TVAG_068430		
OG0062572																TVAG_068440		
OG0062573																TVAG_488890		
OG0062574																TVAG_489000		
OG0062575																TVAG_441490		
OG0062576																TVAG_441540		
OG0062577																TVAG_441590		
OG0062578																TVAG_441630		
OG0062579																TVAG_167850		
OG0062580																TVAG_057780		
OG0062581																TVAG_057850		
OG0062582																TVAG_480630		
OG0062583																TVAG_480640		
OG0062584																TVAG_480650		
OG0062585																TVAG_480710		
OG0062586																TVAG_480750		
OG0062587																TVAG_001460		
OG0062588																TVAG_001480		
OG0062589																TVAG_001500		
OG0062590																TVAG_001540		
OG0062591																TVAG_360690		
OG0062592																TVAG_360710		
OG0062593																TVAG_479610		
OG0062594																TVAG_479630		
